
[Name]
LineMerici

[Data]
X [ m ], Y [ m ], Z [ m ], Pvc.Velocity [ m s^-1 ], Pvc.Volume Fraction, Pvp.Velocity [ m s^-1 ], User Defined Memory 0, Y [ m ]
1.09999999e-001, 5.68341538e-002, 0.00000000e+000, 2.18201146e-001, 4.89989892e-002, 1.92620412e-001, 1.00065889e+001, 5.68341538e-002
1.09999999e-001, 5.82914390e-002, 0.00000000e+000, 2.18651116e-001, 4.85563651e-002, 1.92358181e-001, 1.00223522e+001, 5.82914390e-002
1.09999999e-001, 5.97487241e-002, 0.00000000e+000, 2.19620422e-001, 4.81137447e-002, 1.92590088e-001, 1.00381165e+001, 5.97487241e-002
1.09999999e-001, 6.12060092e-002, 0.00000000e+000, 2.19455734e-001, 4.77296636e-002, 1.91927403e-001, 1.01081848e+001, 6.12060092e-002
1.09999999e-001, 6.26632944e-002, 0.00000000e+000, 2.19195530e-001, 4.73618060e-002, 1.91231698e-001, 1.01933098e+001, 6.26632944e-002
1.09999999e-001, 6.41205832e-002, 0.00000000e+000, 2.19279349e-001, 4.69939485e-002, 1.90873832e-001, 1.02784328e+001, 6.41205832e-002
1.09999999e-001, 6.55778721e-002, 0.00000000e+000, 2.18920693e-001, 4.66270708e-002, 1.90229163e-001, 1.03922005e+001, 6.55778721e-002
1.09999999e-001, 6.70351610e-002, 0.00000000e+000, 2.18282253e-001, 4.62608077e-002, 1.89404324e-001, 1.05240955e+001, 6.70351610e-002
1.09999999e-001, 6.84924498e-002, 0.00000000e+000, 2.17832923e-001, 4.58945483e-002, 1.88768238e-001, 1.06559916e+001, 6.84924498e-002
1.09999999e-001, 6.99497387e-002, 0.00000000e+000, 2.17110172e-001, 4.55340222e-002, 1.87956139e-001, 1.07947998e+001, 6.99497387e-002
1.09999999e-001, 7.14070275e-002, 0.00000000e+000, 2.15924665e-001, 4.51807491e-002, 1.86804190e-001, 1.09423389e+001, 7.14070275e-002
1.09999999e-001, 7.28643164e-002, 0.00000000e+000, 2.14837283e-001, 4.48274799e-002, 1.85750648e-001, 1.10898800e+001, 7.28643164e-002
1.09999999e-001, 7.43216053e-002, 0.00000000e+000, 2.13602081e-001, 4.44896705e-002, 1.84594646e-001, 1.12337990e+001, 7.43216053e-002
1.09999999e-001, 7.57788941e-002, 0.00000000e+000, 2.11773679e-001, 4.41933647e-002, 1.82965815e-001, 1.13679914e+001, 7.57788941e-002
1.09999999e-001, 7.72361830e-002, 0.00000000e+000, 2.10001156e-001, 4.38970514e-002, 1.81392014e-001, 1.15021820e+001, 7.72361830e-002
1.09999999e-001, 7.86934718e-002, 0.00000000e+000, 2.08204180e-001, 4.36094329e-002, 1.79802343e-001, 1.16329575e+001, 7.86934718e-002
1.09999999e-001, 8.01507607e-002, 0.00000000e+000, 2.05723971e-001, 4.33993116e-002, 1.77611992e-001, 1.17333326e+001, 8.01507607e-002
1.09999999e-001, 8.16080496e-002, 0.00000000e+000, 2.03281462e-001, 4.31891903e-002, 1.75457776e-001, 1.18337116e+001, 8.16080496e-002
1.09999999e-001, 8.30653384e-002, 0.00000000e+000, 2.00878009e-001, 4.29790691e-002, 1.73340827e-001, 1.19340811e+001, 8.30653384e-002
1.09999999e-001, 8.45226273e-002, 0.00000000e+000, 1.97972104e-001, 4.28351127e-002, 1.70839041e-001, 1.20023766e+001, 8.45226273e-002
1.09999999e-001, 8.59799162e-002, 0.00000000e+000, 1.95056483e-001, 4.26961109e-002, 1.68333694e-001, 1.20682583e+001, 8.59799162e-002
1.09999999e-001, 8.74372050e-002, 0.00000000e+000, 1.92006290e-001, 4.25855741e-002, 1.65710375e-001, 1.21211281e+001, 8.74372050e-002
1.09999999e-001, 8.88944939e-002, 0.00000000e+000, 1.88826740e-001, 4.25020605e-002, 1.62974030e-001, 1.21616573e+001, 8.88944939e-002
1.09999999e-001, 9.03517827e-002, 0.00000000e+000, 1.85640410e-001, 4.24245261e-002, 1.60236076e-001, 1.22008562e+001, 9.03517827e-002
1.09999999e-001, 9.18090716e-002, 0.00000000e+000, 1.82148561e-001, 4.24035899e-002, 1.57262325e-001, 1.22275486e+001, 9.18090716e-002
1.09999999e-001, 9.32663605e-002, 0.00000000e+000, 1.78689927e-001, 4.23826501e-002, 1.54319525e-001, 1.22542276e+001, 9.32663605e-002
1.09999999e-001, 9.47236493e-002, 0.00000000e+000, 1.75148591e-001, 4.24042791e-002, 1.51323751e-001, 1.22739620e+001, 9.47236493e-002
1.09999999e-001, 9.61809382e-002, 0.00000000e+000, 1.71584040e-001, 4.24460806e-002, 1.48318022e-001, 1.22903786e+001, 9.61809382e-002
1.09999999e-001, 9.76382270e-002, 0.00000000e+000, 1.68039158e-001, 4.25031260e-002, 1.45336732e-001, 1.23048506e+001, 9.76382270e-002
1.09999999e-001, 9.90955159e-002, 0.00000000e+000, 1.64480731e-001, 4.26032692e-002, 1.42358512e-001, 1.23137722e+001, 9.90955159e-002
1.09999999e-001, 1.00552805e-001, 0.00000000e+000, 1.60944596e-001, 4.27034125e-002, 1.39401868e-001, 1.23226910e+001, 1.00552805e-001
1.09999999e-001, 1.02010094e-001, 0.00000000e+000, 1.57482132e-001, 4.28468771e-002, 1.36485457e-001, 1.23238173e+001, 1.02010094e-001
1.09999999e-001, 1.03467382e-001, 0.00000000e+000, 1.54045776e-001, 4.29983661e-002, 1.33589163e-001, 1.23235016e+001, 1.03467382e-001
1.09999999e-001, 1.04924671e-001, 0.00000000e+000, 1.50631815e-001, 4.31763865e-002, 1.30752072e-001, 1.23145437e+001, 1.04924671e-001
1.09999999e-001, 1.06381960e-001, 0.00000000e+000, 1.47239551e-001, 4.33901213e-002, 1.27986297e-001, 1.22939777e+001, 1.06381960e-001
1.09999999e-001, 1.07839249e-001, 0.00000000e+000, 1.43870473e-001, 4.36575785e-002, 1.25230432e-001, 1.22628078e+001, 1.07839249e-001
1.09999999e-001, 1.09296538e-001, 0.00000000e+000, 1.40515938e-001, 4.39503528e-002, 1.22482628e-001, 1.22266331e+001, 1.09296538e-001
1.09999999e-001, 1.10753827e-001, 0.00000000e+000, 1.37059778e-001, 4.43314277e-002, 1.19668655e-001, 1.21822004e+001, 1.10753827e-001
1.09999999e-001, 1.12211116e-001, 0.00000000e+000, 1.33602992e-001, 4.47423831e-002, 1.16861232e-001, 1.21344872e+001, 1.12211116e-001
1.09999999e-001, 1.13668405e-001, 0.00000000e+000, 1.30146489e-001, 4.52562943e-002, 1.14075713e-001, 1.20750160e+001, 1.13668405e-001
1.09999999e-001, 1.15125693e-001, 0.00000000e+000, 1.26667082e-001, 4.58431952e-002, 1.11287251e-001, 1.20059872e+001, 1.15125693e-001
1.09999999e-001, 1.16582982e-001, 0.00000000e+000, 1.23155631e-001, 4.65233326e-002, 1.08492121e-001, 1.19247465e+001, 1.16582982e-001
1.09999999e-001, 1.18040271e-001, 0.00000000e+000, 1.19526967e-001, 4.73167710e-002, 1.05615392e-001, 1.18287001e+001, 1.18040271e-001
1.09999999e-001, 1.19497560e-001, 0.00000000e+000, 1.15855426e-001, 4.81603853e-002, 1.02708414e-001, 1.17260637e+001, 1.19497560e-001
1.09999999e-001, 1.20954849e-001, 0.00000000e+000, 1.12112716e-001, 4.90689352e-002, 9.97405499e-002, 1.16205082e+001, 1.20954849e-001
1.09999999e-001, 1.22412138e-001, 0.00000000e+000, 1.08416334e-001, 4.99574654e-002, 9.68002081e-002, 1.15215931e+001, 1.22412138e-001
1.09999999e-001, 1.23869427e-001, 0.00000000e+000, 1.04959488e-001, 5.06807640e-002, 9.40072611e-002, 1.14662628e+001, 1.23869427e-001
1.09999999e-001, 1.25326708e-001, 0.00000000e+000, 1.01673946e-001, 5.12183979e-002, 9.13227871e-002, 1.14474430e+001, 1.25326708e-001
1.09999999e-001, 1.26783997e-001, 0.00000000e+000, 9.86741111e-002, 5.14243878e-002, 8.88188481e-002, 1.14938049e+001, 1.26783997e-001
1.09999999e-001, 1.28241286e-001, 0.00000000e+000, 9.59272087e-002, 5.13169095e-002, 8.64879787e-002, 1.15862341e+001, 1.28241286e-001
1.09999999e-001, 1.29698575e-001, 0.00000000e+000, 9.33598876e-002, 5.09835556e-002, 8.42801034e-002, 1.17118864e+001, 1.29698575e-001
1.09999999e-001, 1.31155863e-001, 0.00000000e+000, 9.11673978e-002, 5.04636839e-002, 8.23822618e-002, 1.18230371e+001, 1.31155863e-001
1.09999999e-001, 1.32613152e-001, 0.00000000e+000, 8.90787095e-002, 4.99038175e-002, 8.05736557e-002, 1.19291792e+001, 1.32613152e-001
1.09999999e-001, 1.34070441e-001, 0.00000000e+000, 8.74561220e-002, 4.95625883e-002, 7.92312250e-002, 1.19791279e+001, 1.34070441e-001
1.09999999e-001, 1.35527730e-001, 0.00000000e+000, 8.59353021e-002, 4.93042730e-002, 7.79632851e-002, 1.20240574e+001, 1.35527730e-001
1.09999999e-001, 1.36985019e-001, 0.00000000e+000, 8.47180635e-002, 4.92979325e-002, 7.69219846e-002, 1.20537415e+001, 1.36985019e-001
1.09999999e-001, 1.38442308e-001, 0.00000000e+000, 8.35058168e-002, 4.92915884e-002, 7.58830458e-002, 1.20834236e+001, 1.38442308e-001
1.09999999e-001, 1.39899597e-001, 0.00000000e+000, 8.23550820e-002, 4.93016690e-002, 7.48963952e-002, 1.21145229e+001, 1.39899597e-001
1.09999999e-001, 1.41356885e-001, 0.00000000e+000, 8.14169720e-002, 4.93728928e-002, 7.40964487e-002, 1.21509266e+001, 1.41356885e-001
1.09999999e-001, 1.42814174e-001, 0.00000000e+000, 8.04821476e-002, 4.94441241e-002, 7.32979923e-002, 1.21873150e+001, 1.42814174e-001
1.09999999e-001, 1.44271463e-001, 0.00000000e+000, 7.96453506e-002, 4.95110899e-002, 7.25763217e-002, 1.22262602e+001, 1.44271463e-001
1.09999999e-001, 1.45728752e-001, 0.00000000e+000, 7.92634636e-002, 4.95579429e-002, 7.22130686e-002, 1.22769699e+001, 1.45728752e-001
