
[Name]
LineMerici

[Data]
X [ m ], Y [ m ], Z [ m ], Pvc.Velocity [ m s^-1 ], Pvc.Volume Fraction, Pvp.Velocity [ m s^-1 ], User Defined Memory 0, Y [ m ]
1.09999999e-001, 0.00000000e+000, 0.00000000e+000, 1.98984772e-001, 7.12456107e-002, 0.00000000e+000, 0.00000000e+000, 0.00000000e+000
1.09999999e-001, 1.45728642e-003, 0.00000000e+000, 2.00094700e-001, 6.85429722e-002, 5.69751076e-002, 4.57612944e+000, 1.45728642e-003
1.09999999e-001, 2.91457283e-003, 0.00000000e+000, 2.01365635e-001, 6.58403188e-002, 1.13950260e-001, 9.15226173e+000, 2.91457283e-003
1.09999999e-001, 4.37185913e-003, 0.00000000e+000, 2.02794477e-001, 6.31376803e-002, 1.70925394e-001, 1.37283926e+001, 4.37185913e-003
1.09999999e-001, 5.82914567e-003, 0.00000000e+000, 2.05871135e-001, 6.02038838e-002, 1.83790609e-001, 1.44674721e+001, 5.82914567e-003
1.09999999e-001, 7.28643220e-003, 0.00000000e+000, 2.09727675e-001, 5.72225638e-002, 1.87926814e-001, 1.44176311e+001, 7.28643220e-003
1.09999999e-001, 8.74371827e-003, 0.00000000e+000, 2.14061081e-001, 5.42412363e-002, 1.92412168e-001, 1.43677855e+001, 8.74371827e-003
1.09999999e-001, 1.02010043e-002, 0.00000000e+000, 2.17261776e-001, 5.28511256e-002, 1.95534602e-001, 1.39349775e+001, 1.02010043e-002
1.09999999e-001, 1.16582904e-002, 0.00000000e+000, 2.20088437e-001, 5.22847064e-002, 1.98139429e-001, 1.33039188e+001, 1.16582904e-002
1.09999999e-001, 1.31155765e-002, 0.00000000e+000, 2.23346367e-001, 5.17182872e-002, 2.01096579e-001, 1.26728649e+001, 1.31155765e-002
1.09999999e-001, 1.45728625e-002, 0.00000000e+000, 2.26172835e-001, 5.12038358e-002, 2.03465000e-001, 1.22296791e+001, 1.45728625e-002
1.09999999e-001, 1.60301495e-002, 0.00000000e+000, 2.28568777e-001, 5.07438332e-002, 2.05238432e-001, 1.19833231e+001, 1.60301495e-002
1.09999999e-001, 1.74874365e-002, 0.00000000e+000, 2.31423229e-001, 5.02838343e-002, 2.07393438e-001, 1.17369614e+001, 1.74874365e-002
1.09999999e-001, 1.89447235e-002, 0.00000000e+000, 2.33977988e-001, 4.98718023e-002, 2.09206223e-001, 1.15192575e+001, 1.89447235e-002
1.09999999e-001, 2.04020105e-002, 0.00000000e+000, 2.35379636e-001, 4.95627709e-002, 2.09870964e-001, 1.13630657e+001, 2.04020105e-002
