
[Name]
LineMerici

[Data]
X [ m ], Y [ m ], Z [ m ], Pvc.Velocity [ m s^-1 ], Pvc.Volume Fraction, Pvp.Velocity [ m s^-1 ], User Defined Memory 0, Y [ m ]
1.09999999e-001, 0.00000000e+000, 0.00000000e+000, 0.00000000e+000, 2.24872857e-001, 0.00000000e+000, 0.00000000e+000, 0.00000000e+000
1.09999999e-001, 1.45728642e-003, 0.00000000e+000, 4.14457433e-002, 2.17476428e-001, 4.15562093e-002, 1.03482885e+001, 1.45728642e-003
1.09999999e-001, 2.91457283e-003, 0.00000000e+000, 8.28914866e-002, 2.10080042e-001, 8.31124187e-002, 2.06965771e+001, 2.91457283e-003
1.09999999e-001, 4.37185913e-003, 0.00000000e+000, 1.24337226e-001, 2.02683628e-001, 1.24668621e-001, 3.10448647e+001, 4.37185913e-003
1.09999999e-001, 5.82914567e-003, 0.00000000e+000, 1.36838049e-001, 1.94558918e-001, 1.37291864e-001, 3.20700912e+001, 5.82914567e-003
1.09999999e-001, 7.28643220e-003, 0.00000000e+000, 1.43541113e-001, 1.86284438e-001, 1.44113898e-001, 3.11784210e+001, 7.28643220e-003
1.09999999e-001, 8.74371827e-003, 0.00000000e+000, 1.50390863e-001, 1.78009972e-001, 1.51076719e-001, 3.02867508e+001, 8.74371827e-003
1.09999999e-001, 1.02010043e-002, 0.00000000e+000, 1.54319644e-001, 1.74277887e-001, 1.55167297e-001, 2.90500565e+001, 1.02010043e-002
1.09999999e-001, 1.16582904e-002, 0.00000000e+000, 1.56878352e-001, 1.72897175e-001, 1.57924637e-001, 2.76347561e+001, 1.16582904e-002
1.09999999e-001, 1.31155765e-002, 0.00000000e+000, 1.59653455e-001, 1.71516448e-001, 1.60908982e-001, 2.62194614e+001, 1.31155765e-002
1.09999999e-001, 1.45728625e-002, 0.00000000e+000, 1.61606908e-001, 1.70481160e-001, 1.63087726e-001, 2.53259888e+001, 1.45728625e-002
1.09999999e-001, 1.60301495e-002, 0.00000000e+000, 1.62727058e-001, 1.69807777e-001, 1.64443493e-001, 2.49791565e+001, 1.60301495e-002
1.09999999e-001, 1.74874365e-002, 0.00000000e+000, 1.64100498e-001, 1.69134378e-001, 1.66052863e-001, 2.46323223e+001, 1.74874365e-002
1.09999999e-001, 1.89447235e-002, 0.00000000e+000, 1.65102541e-001, 1.68610871e-001, 1.67291313e-001, 2.43454933e+001, 1.89447235e-002
1.09999999e-001, 2.04020105e-002, 0.00000000e+000, 1.65035605e-001, 1.68409094e-001, 1.67461947e-001, 2.41873169e+001, 2.04020105e-002
1.09999999e-001, 2.18592975e-002, 0.00000000e+000, 1.65236875e-001, 1.68207288e-001, 1.67898670e-001, 2.40291538e+001, 2.18592975e-002
1.09999999e-001, 2.33165845e-002, 0.00000000e+000, 1.65466264e-001, 1.68038160e-001, 1.68356836e-001, 2.38934937e+001, 2.33165845e-002
1.09999999e-001, 2.47738715e-002, 0.00000000e+000, 1.64572373e-001, 1.68058157e-001, 1.67667761e-001, 2.38881645e+001, 2.47738715e-002
1.09999999e-001, 2.62311585e-002, 0.00000000e+000, 1.63936526e-001, 1.68078139e-001, 1.67232171e-001, 2.38828373e+001, 2.62311585e-002
1.09999999e-001, 2.76884455e-002, 0.00000000e+000, 1.63561746e-001, 1.68098107e-001, 1.67051971e-001, 2.38775024e+001, 2.76884455e-002
1.09999999e-001, 2.91457325e-002, 0.00000000e+000, 1.62282720e-001, 1.68242052e-001, 1.65928230e-001, 2.39705086e+001, 2.91457325e-002
1.09999999e-001, 3.06030195e-002, 0.00000000e+000, 1.61205202e-001, 1.68388963e-001, 1.64999053e-001, 2.40658855e+001, 3.06030195e-002
1.09999999e-001, 3.20603065e-002, 0.00000000e+000, 1.60360843e-001, 1.68535873e-001, 1.64296076e-001, 2.41612415e+001, 3.20603065e-002
1.09999999e-001, 3.35175917e-002, 0.00000000e+000, 1.59177601e-001, 1.68726772e-001, 1.63213983e-001, 2.43132038e+001, 3.35175917e-002
1.09999999e-001, 3.49748768e-002, 0.00000000e+000, 1.58039272e-001, 1.68928280e-001, 1.62162483e-001, 2.44787941e+001, 3.49748768e-002
1.09999999e-001, 3.64321619e-002, 0.00000000e+000, 1.57081723e-001, 1.69129774e-001, 1.61284924e-001, 2.46443691e+001, 3.64321619e-002
1.09999999e-001, 3.78894471e-002, 0.00000000e+000, 1.55995250e-001, 1.69322431e-001, 1.60248697e-001, 2.48354321e+001, 3.78894471e-002
1.09999999e-001, 3.93467322e-002, 0.00000000e+000, 1.54859260e-001, 1.69509992e-001, 1.59144759e-001, 2.50410957e+001, 3.93467322e-002
1.09999999e-001, 4.08040173e-002, 0.00000000e+000, 1.53843179e-001, 1.69697568e-001, 1.58155635e-001, 2.52467632e+001, 4.08040173e-002
1.09999999e-001, 4.22613025e-002, 0.00000000e+000, 1.52735963e-001, 1.69856355e-001, 1.57059357e-001, 2.54671745e+001, 4.22613025e-002
1.09999999e-001, 4.37185876e-002, 0.00000000e+000, 1.51469842e-001, 1.69982001e-001, 1.55788034e-001, 2.57046051e+001, 4.37185876e-002
1.09999999e-001, 4.51758727e-002, 0.00000000e+000, 1.50277704e-001, 1.70107692e-001, 1.54587612e-001, 2.59420433e+001, 4.51758727e-002
1.09999999e-001, 4.66331579e-002, 0.00000000e+000, 1.49038777e-001, 1.70213148e-001, 1.53335139e-001, 2.61818314e+001, 4.66331579e-002
1.09999999e-001, 4.80904430e-002, 0.00000000e+000, 1.47562146e-001, 1.70270175e-001, 1.51837856e-001, 2.64271832e+001, 4.80904430e-002
1.09999999e-001, 4.95477282e-002, 0.00000000e+000, 1.46131366e-001, 1.70327187e-001, 1.50384650e-001, 2.66725292e+001, 4.95477282e-002
1.09999999e-001, 5.10050133e-002, 0.00000000e+000, 1.44707695e-001, 1.70379385e-001, 1.48937851e-001, 2.69116974e+001, 5.10050133e-002
1.09999999e-001, 5.24622984e-002, 0.00000000e+000, 1.43034071e-001, 1.70397162e-001, 1.47248179e-001, 2.71071835e+001, 5.24622984e-002
1.09999999e-001, 5.39195836e-002, 0.00000000e+000, 1.41382933e-001, 1.70414940e-001, 1.45580202e-001, 2.73026657e+001, 5.39195836e-002
1.09999999e-001, 5.53768687e-002, 0.00000000e+000, 1.39755130e-001, 1.70432746e-001, 1.43934712e-001, 2.74981537e+001, 5.53768687e-002
1.09999999e-001, 5.68341538e-002, 0.00000000e+000, 1.37936667e-001, 1.70438722e-001, 1.42112285e-001, 2.76280746e+001, 5.68341538e-002
1.09999999e-001, 5.82914390e-002, 0.00000000e+000, 1.36118785e-001, 1.70444146e-001, 1.40290931e-001, 2.77547951e+001, 5.82914390e-002
1.09999999e-001, 5.97487241e-002, 0.00000000e+000, 1.34312108e-001, 1.70449555e-001, 1.38480619e-001, 2.78815193e+001, 5.97487241e-002
1.09999999e-001, 6.12060092e-002, 0.00000000e+000, 1.32408470e-001, 1.70452669e-001, 1.36582911e-001, 2.79724274e+001, 6.12060092e-002
1.09999999e-001, 6.26632944e-002, 0.00000000e+000, 1.30485833e-001, 1.70455173e-001, 1.34668976e-001, 2.80534134e+001, 6.26632944e-002
